,Author,Title,Abstract,Journal,,,,,,,
98,"Marubini, F and A, Gimona and PGH, Evans and PJ, Wright and GJ, Pierce",Habitat preferences and interannual variability in occurrence of the harbour porpoise Phocoena phocoena off northwest Scotland,,Marine Ecology Progress Series,,,,,,,
99,"Ujvari, Beata and Fisher, Peter and Rydell, Jens and Wahlgren, Richard and Wright, Belinda and Madsen, Thomas","Population demography of frillneck lizards (Chlamydosaurus kingii, Gray 1825) in the wet-dry tropics of Australia",,Austral Ecology,,,,,,,
100,"Graipel, M E and Cherem, J J and Monteiro-Filho, E L A and Glock, L","DIN\^{A}MICA POPULACIONAL DE MARSUPIAIS E ROEDORES NO PARQUE MUNICIPAL DA LAGOA DO PERI, ILHA DE SANTA CATARINA, SUL DO BRASIL",,Mastozoolog\'{\i}a Neotropical,,,,,,,
101,"Wiles, G J and Bart, J and Beck, R E and Aguon, C F",Impacts of the Brown Tree Snake: Patterns of Decline and Species Persistence in Guam’s Avifauna,,Conservation Biology,,,,,,,
102,"Lips, K R",Decline of a tropical montane amphibian fauna,,Conservation Biology,,,,,,,
103,"Giralt, D and Valera, F",Population trends and spatial synchrony in peripheral populations of the endangered Lesser grey shrike in response to environmental change.,,Biodiversity and Conservation,,,,,,,
104,"Dias, R M and Bailly, D and Ant\^{o}nio, R R and Suzuki, H I and Agostinho, A A","Colonization of the Corumb\'{a} Reservoir (Corumb\'{a} River, Paran\'{a} River Basin, Goi\'{a}s State, Brazil) by the ""lambari"" Astyanax altiparanae (Tetragonopterinae; Characidae)",,Brazilian Archives of Biology and Technology,,,,,,,
105,"Fargo, Jeff and Richards, Laura J",A modern approach to catch-age analysis for Hecate Strait Rock sole (Pleuronectes bilineatus),,Journal of Sea Research,,,,,,,
106,"Santos, X and Llorente, G A",Decline of a common reptile: case study of the piperine snake Natrix maura in a Mediterranean wetland,"The Ebro Delta is a wetland area in which natural ecosystems have been partially replaced by rice fields. This mixed and productive landscape has allowed the establishment of a rich community of organisms. The viperine snake Natrix maura has traditionally been a common and abundant predator because the habitat is favorable and prey availability is high. In June 1995, we conducted a demographic study to evaluate relative densities of snakes in the rice fields. Thirteen years later, we repeated the same study in the same area and season. The field work consisted of 29 censuses of one hectare each, and snakes and their potential prey (green frogs and fish) were counted. In 1995, we found 27 snakes (0.93 animals/ha), these occupying 48\% of the sites. Frogs and fish were observed in 23 of the 29 censuses (79\%). In 2008, no snakes were found and frogs and fish appeared in only 11 of the samples (38\%). In 2008, we also prospected 20 sites in rice fields located next to the natural lagoons. At these sites, we detected a greater number of snakes (25\% of the stations). Several factors can explain the clear decline of the N. maura population in the Ebro Delta rice fields: 1) the transformation and degradation of the habitat; 2) the increase in population densities of natural predators such as herons; 3) the decrease in prey availability; 4) the massive use of pollutants in the rice fields; and 5) snake death on local roads and directly by human persecution. We propose that a combined effect of these factors has caused the alarming decline of this predator. The observation of water snakes in rice fields near natural lagoons indicates that protected natural areas act as natural refuges for fauna with reduced mobility, such as viperine snakes. The recovery of the N. maura population in the rice fields of the Ebro Delta depends on an integral change in agricultural management, including the reduced use of pollutants, the recovery of snake prey, and the maintenance of favorable habitats to prevent predation.",Acta Herpetologica,,,,,,,
107,"North, S G and Bullock, D J and Dulloo, M E","Changes in the vegetation and reptile populations on Round Island, Mauritius, following eradication of rabbits",,Biological Conservation,,,,,,,
108,"Penn, A M and Sherwin, W B and Gordon, G and Lunney, D and Melzer, A and Lacy, R C",Demographic Forecasting in Koala Conservation,,Conservation Biology,,,,,,,
109,"Powell, A B","Larval abundance, distribution, and spawning habits of spotted seatrout (Cynoscion nebulosus) in Florida Bay, Everglades National Park, Florida",,Fishery Bulletin,,,,,,,
110,"Zeng, Zhi-Gao and Song, Yan-Ling and Li, Jun-Sheng and Teng, Li-Wei and Zhang, Qiong and Guo, Feng","Distribution, status and conservation of Hainan Eld's deer (Cervus eldi hainanus) in China","Hainan Eld's deer (Cervus eldi hainanus) was once widely distributed in Hainan Island of China. With the rapid increase of human population and the fast expansion of agriculture in the recent 350 years of Chinese history, the habitat of the deer has been greatly reduced. Habitat loss and hunting have driven the deer to the verge of extinction. The last group of 26 deer was protected at Datian Nature Reserve (DNR) which was founded in 1976. The habitat at present remains only 13.14 km2 at DNR, just 4.38--38.57\% of that of the 1950's. The deer population increased to over 1,000 individuals in 2003 under the protection of enclosure building along the boundary of DNR. Moreover, an off-site conservation approach for the deer has been launched since 1990. A total of 83 deer from DNR had been accumulatively introduced to establish off-site populations by the end of 2000. The off-site conserved populations had reached 263 by the end of 2002, of which 246 animals were born in captivity or semi-captivity. A new off-site population in the natural environment was founded by introducing 65 animals from DNR during July to December 2003. Tile deer population still however faces challenges of habitat limitation, decrease of genetic diversity, inbreeding and poaching. Conservation approaches needed to practice immediately have been proposed in this paper.",Folia Zoologica,,,,,,,
111,"Grindal, Scott D and Stefan, Carol I and Godwin-Sheppard, C","Diversity, distribution, and relative abundance of bats in the oil sands regions of Northeastern Alberta","Little is known about the diversity, distribution, and relative abundance of bats in northeastern Alberta, Canada. Between 1999 and 2007, we conducted summer bat surveys in the Athabasca and Cold Lake oil sands regions of northeastern Alberta, in response to increased industrial development and a need for greater understanding of species occurrences. We used mist nets (242 sites over 157 nights) and acoustic monitoring (920 sites over 126 nights) to determine the diversity and distribution of bats in the region. We captured 577 bats, representing 5 species, including: 260 Northern Myotis (Myotis septentrionalis); 193 Little Brown Myotis (M. lucifugus); 101 Silver-haired Bats (Lasionycteris noctivagans); 12 Hoary Bats (Lasiurus cinereus); and 11 Eastern Red Bats (L. borealis). Data from AnabatTM echolocation detectors indicated the highest activity for unclassified Myotis, Little Brown Myotis, Big Brown Bats (Eptesicus fuscus)/Silver-haired Bats, and Northern Myotis. Results suggest that the Northern Myotis may be more common in northeastern Alberta than previously thought. Based on the combined capture and echolocation data, Eastern Red Bats and Hoary Bats may be more common, or have increased ranges, than previously considered. Although expected to be relatively common, our failure to capture Big Brown Bats suggests that this species may be absent from the study area. Captures of adult males for all 3 migratory bat species (Eastern Red Bats, Hoary Bats, and Silver-haired Bats) represent the most northerly records in western Canada of adult males. This paper demonstrates the value in combining short-term, localized survey data such that more regional trends in the diversity, distribution, and relative abundance of bats can be better understood.",Northwestern Naturalist,,,,,,,
112,"Kurstjens, G and Niewold, F",De verwachte ontwikkelingen van de beverpopulatie in Nederland: naar een bevermanagement,,,,,,,,,
113,"Pitman, Nigel and Norris, Darren and Gonzalez, Jerry and Torres, Eriberto and Pinto, Fernando and Collado, Hern\'{a}n and Concha, Wilberth and Thupa, Ra\'{u}l and Quispe, Edwin and P\'{e}rez, Jorge and del Castillo, Juan",Four years of vertebrate monitoring on an upper Amazonian river,,Biodiversity and Conservation,,,,,,,
114,"Hernandez, Alvaro and Seijo, Juan C","Spatial distribution analysis of red grouper (Epinephelus morio) fishery in Yucatan, Mexico",,Fisheries Research,,,,,,,
115,"Nel, D C and Ryan, P G and Crawford, R J M and Cooper, J and Huyser, O A W",Population trends of albatrosses and petrels at sub-Antarctic Marion Island,,Polar Biology,,,,,,,
116,"Sander, Martin and Balb\~{a}o, Tatiana and Costa, Erli and Santos, Cesar and Petry, Maria","Decline of the breeding population of \&lt;i\&gt;Pygoscelis antarctica\&lt;/i\&gt; and \&lt;i\&gt;Pygoscelis adeliae\&lt;/i\&gt; on Penguin Island, South Shetland, Antarctica",,Polar Biology,,,,,,,
117,"Gould, Lisa and Sussman, Robert W and Sauther, Michelle L",Natural Disasters and Primate Populations: The Effects of a 2-Year Drought on a Naturally Occurring Population of Ring-Tailed Lemurs (Lemur catta) in Southwestern Madagascar,,International Journal of Primatology,,,,,,,
118,"Smith, G C and Henderson, I S and Robertson, P A",A model of ruddy duck Oxyura jamaicensis eradication for the UK,,Journal of Applied Ecology,,,,,,,
119,"Spehar, Stephanie N and Mathewson, Paul D and Wich, Serge A and Marshall, Andrew J and K\""{u}hl, Hjalmar and Meijaard, Erik",Estimating Orangutan Densities Using the Standing Crop and Marked Nest Count Methods: Lessons Learned for Conservation,,Biotropica,,,,,,,
120,"Kormos, Rebecca and Boesch, Christophe and Bakarr, Mohamed I and Butynski, Thomas M",West African Chimpanzees,,,,,,,,,
121,"Scholte, P and Adam, S and Serge, B K","Population trends of antelopes in Waza National Park (Cameroon) from 1960 to 2001: the interacting effects of rainfall, flooding and human interventions",,African Journal of Ecology,,,,,,,
